Compilado matinal com notas de esforço, dores articulares relatadas e vídeos anexados pelos alunos.|Morning summary of effort ratings, reported pain and athlete videos.|Resumen matinal de esfuerzo, dolor reportado y vídeos de alumnos.
Alerta de sobrecarga e queda de rendimento|Overload and performance alerts|Alertas de sobrecarga y rendimiento
Notificação imediata se um atleta reportar RPE acima de 9 por 3 sessões seguidas ou queda de velocidade de execução.|Notify when an athlete reports RPE above 9 for three consecutive sessions or reduced movement speed.|Notificar si un atleta reporta RPE superior a 9 durante tres sesiones seguidas o menor velocidad.
Autenticação de dois fatores, alteração de senha de acesso e aparelhos atualmente logados.|Two-factor authentication, password changes and signed-in devices.|Autenticación en dos pasos, cambio de contraseña y dispositivos conectados.
Senha de acesso|Account password|Contraseña de acceso
Autenticação em duas etapas (2FA)|Two-factor authentication (2FA)|Autenticación en dos pasos (2FA)
Google Authenticator ou chave de segurança de hardware.|Google Authenticator or hardware security key.|Google Authenticator o llave de seguridad física.
Reconfigurar|Reconfigure|Reconfigurar
Sessões ativas|Active sessions|Sesiones activas
Encerrar outras sessões|Sign out other sessions|Cerrar otras sesiones
Esta sessão|This session|Esta sesión
Encerrar|Sign out|Cerrar sesión
Setup Guiado|Guided setup|Configuración guiada
de 04 ·|of 04 ·|de 04 ·
Metas & Periodização|Goals & periodization|Objetivos y periodización
Nutrição & NEAT|Nutrition & NEAT|Nutrición y NEAT
Perfil de Atleta|Athlete profile|Perfil de atleta
Pular e configurar depois|Skip and set up later|Omitir y configurar después
Vamos calibrar seu ponto de partida para estruturar o primeiro ciclo de treinamento com intensidade precisa.|Set your starting point to structure your first training cycle.|Define tu punto de partida para estructurar el primer ciclo de entrenamiento.
Guia Tático|Training guide|Guía de entrenamiento
"Personalize os parâmetros iniciais. Você ou seu treinador poderão ajustar tudo a qualquer momento no workspace."|"Customize your starting settings. You or your coach can adjust them anytime."|"Personaliza tus parámetros iniciales. Tú o tu entrenador pueden ajustarlos en cualquier momento."
Algoritmo Adaptativo Ativo|Adaptive algorithm active|Algoritmo adaptativo activo
1. Objetivo Principal (Próximos 90 Dias)|1. Main goal (next 90 days)|1. Objetivo principal (próximos 90 días)
Direcionador motor|Training direction|Dirección del entrenamiento
Hipertrofia & Força Máxima|Hypertrophy & maximal strength|Hipertrofia y fuerza máxima
Padrão|Default|Predeterminado
Foco em sobrecarga progressiva, tensão mecânica contínua e acúmulo de volume ótimo.|Focus on progressive overload, mechanical tension and optimal volume.|Enfoque en sobrecarga progresiva, tensión mecánica y volumen óptimo.
Recomposição Corporal|Body recomposition|Recomposición corporal
Equilíbrio estrito de densidade muscular sob déficit calórico controlado.|Preserve muscle with a controlled calorie deficit.|Preserva el músculo con un déficit calórico controlado.
Condicionamento & Potência|Conditioning & power|Acondicionamiento y potencia
Desenvolvimento de taxa de produção de força (RFD) e capacidade de trabalho metabólica.|Develop rate of force development and metabolic work capacity.|Desarrolla la tasa de producción de fuerza y la capacidad de trabajo metabólico.
Longevidade & Saúde Articular|Longevity & joint health|Longevidad y salud articular
Amplitude ativa, integridade tendínea e controle motor preventivo de lesões.|Active range of motion, tendon health and motor control.|Rango de movimiento activo, salud tendinosa y control motor.
2. Frequência de Treino Semanal|2. Weekly training frequency|2. Frecuencia semanal de entrenamiento
Dias de compromisso|Training days|Días de entrenamiento
2 a 3 Dias|2 to 3 days|2 a 3 días
Full Body / Compacto|Full body / compact|Cuerpo completo / compacto
4 a 5 Dias|4 to 5 days|4 a 5 días
Push-Pull-Legs / Ótimo|Push-pull-legs / optimal|Empuje-tirón-piernas / óptimo
6 Dias|6 days|6 días
Alto Volume Avançado|Advanced high volume|Volumen alto avanzado
3. Nível de Experiência em Musculação|3. Strength training experience|3. Experiencia en musculación
Tempo contínuo|Consistent training time|Tiempo de entrenamiento continuo
Iniciante < 1 ano|Beginner < 1 year|Principiante < 1 año
Intermediário 1-3 anos|Intermediate 1–3 years|Intermedio 1–3 años
Avançado 3+ anos|Advanced 3+ years|Avanzado 3+ años
Todos os parâmetros podem ser refinados no editor.|All settings can be adjusted in the editor.|Todos los parámetros se pueden ajustar en el editor.
Avançar para Nutrição|Continue to nutrition|Continuar a nutrición
1. Direção Metabólica Primária|1. Primary metabolic goal|1. Objetivo metabólico principal
Ajuste calórico basal|Baseline calorie adjustment|Ajuste calórico basal
Déficit Sustentável|Sustainable deficit|Déficit sostenible
-350 kcal / dia|-350 kcal / day|-350 kcal / día
Oxidação de gordura sem perda muscular proteica.|Fat loss while preserving muscle.|Pérdida de grasa conservando músculo.
Manutenção & Recomp|Maintenance & recomp|Mantenimiento y recomposición
Iso-calórico equilibrado|Balanced calorie maintenance|Mantenimiento calórico equilibrado
Foco puro em troca de massa gorda por densidade magra.|Focus on reducing fat and building lean mass.|Enfoque en reducir grasa y aumentar masa magra.
Superávit Construtivo|Muscle-building surplus|Superávit constructivo
+250 kcal / dia|+250 kcal / day|+250 kcal / día
Ganhos expressivos de massa hipertrófica.|Build muscle mass.|Aumenta la masa muscular.
2. Nível de Atividade Extra-Treino (NEAT)|2. Activity outside training (NEAT)|2. Actividad fuera del entrenamiento (NEAT)
Passos e rotina diária|Steps and daily routine|Pasos y rutina diaria
Trabalho Sentado / Mesa|Seated / desk work|Trabajo sentado / escritorio
Passividade motora prolongada (< 5.000 passos/dia)|Mostly sedentary (< 5,000 steps/day)|Mayormente sedentario (< 5.000 pasos/día)
Moderadamente Ativo|Moderately active|Moderadamente activo
Deslocamentos regulares a pé (7.500 - 10.000 passos/dia)|Regular walking (7,500–10,000 steps/day)|Caminatas regulares (7.500–10.000 pasos/día)
1.4x (Recomendado)|1.4x (recommended)|1.4x (recomendado)
Muito Ativo / Em Pé|Very active / standing|Muy activo / de pie
Rotina de chão de fábrica, saúde ou educação física (> 12.000 passos)|Factory, healthcare or physical education work (> 12,000 steps)|Trabajo industrial, sanitario o de educación física (> 12.000 pasos)
3. Alquimia de Macronutrientes Padrão|3. Default macro distribution|3. Distribución de macronutrientes
Fórmula Metabólica 40 / 35 / 25|Macro split 40 / 35 / 25|Distribución 40 / 35 / 25
40% Proteína|40% protein|40% proteína
2.2g / kg peso|2.2g / kg body weight|2.2g / kg de peso
35% Carboidratos|35% carbohydrates|35% carbohidratos
Energia glicolítica|Glycolytic energy|Energía glucolítica
25% Gorduras|25% fats|25% grasas
Suporte hormonal|Hormonal support|Soporte hormonal
Metabolismo calculado via Harris-Benedict refinado.|Metabolism estimated using Harris–Benedict.|Metabolismo estimado mediante Harris–Benedict.
Avançar para Perfil Físico|Continue to physical profile|Continuar al perfil físico
1. Registro Antropométrico & Foto|1. Body measurements & photo|1. Medidas corporales y foto
Identificação do atleta|Athlete identity|Identificación del atleta
Esses dados ajustam automaticamente a curva de intensidade das cargas no diário de bordo.|These details help personalize training intensity.|Estos datos ayudan a personalizar la intensidad del entrenamiento.
Foto de Perfil ou Snapshot Físico|Profile or progress photo|Foto de perfil o de progreso
O Ryno registrará sua evolução visual a cada ciclo de 4 semanas.|Track visual progress through each four-week cycle.|Sigue tu evolución visual en cada ciclo de cuatro semanas.
Nome ou Tag de Treino|Name or training tag|Nombre o alias de entrenamiento
Local / Academia Habitual|Usual gym / location|Gimnasio / lugar habitual
Peso Corporal Atual (kg)|Current body weight (kg)|Peso corporal actual (kg)
Estatura Corporal (cm)|Height (cm)|Estatura (cm)
Taxa Metabólica Basal Estimada:|Estimated basal metabolic rate:|Tasa metabólica basal estimada:
Etapa 3 de 4 concluída|Step 3 of 4 complete|Etapa 3 de 4 completada
Concluir & Criar Workspace|Finish & create workspace|Finalizar y crear espacio
Tudo calibrado e pronto para o primeiro ciclo!|Ready for your first cycle!|¡Todo listo para el primer ciclo!
Seu ambiente foi parametrizado com base nos seus dados de hipertrofia, frequência e balanço calórico.|Your preferences are ready for your training routine.|Tus preferencias están listas para tu rutina.
Módulo 01|Module 01|Módulo 01
Periodização PPL|PPL periodization|Periodización PPL
Push / Pull / Legs otimizado para 4-5 dias.|Push / pull / legs for 4–5 days.|Empuje / tirón / piernas para 4–5 días.
Módulo 02|Module 02|Módulo 02
Metabolismo Ativo|Active metabolism|Metabolismo activo
Macro Split de 40% Proteína configurado.|40% protein macro split configured.|Distribución con 40% de proteína configurada.
Módulo 03|Module 03|Módulo 03
Command Bar Ativa|Command bar enabled|Barra de comandos activa
Use|Use|Usa
a qualquer momento.|at any time.|en cualquier momento.
Acessar Meu Workspace ShapeUp|Open my ShapeUp workspace|Abrir mi espacio ShapeUp
Dica do Ryno: Você pode refazer este setup a qualquer momento na engrenagem superior.|Ryno tip: You can update these settings anytime.|Consejo de Ryno: Puedes ajustar estas preferencias en cualquier momento.
Atleta|Athlete|Atleta
Rotina|Routine|Rutina
Treinos & Planos|Workouts & plans|Entrenamientos y planes
Diário de Nutrição|Nutrition diary|Diario nutricional
Explorar Academias|Explore gyms|Explorar gimnasios
Sistema|System|Sistema
Aluno Pro|Pro athlete|Alumno Pro
Mesociclo de Hipertrofia|Hypertrophy mesocycle|Mesociclo de hipertrofia
Semana 3 de 6|Week 3 of 6|Semana 3 de 6
Sincronizado:|Synced:|Sincronizado:
Iniciar Treino de Hoje|Start today's workout|Iniciar el entrenamiento de hoy
Histórico de Cargas|Load history|Historial de cargas
Ver Séries de Hoje|View today's sets|Ver las series de hoy
Frequência|Frequency|Frecuencia
meta no ritmo|on track|en buen camino
Volume Semanal|Weekly volume|Volumen semanal
kg tonelagem|kg tonnage|kg de tonelaje
Nutrição Diária|Daily nutrition|Nutrición diaria
Proteína:|Protein:|Proteína:
Hidratação|Hydration|Hidratación
Exercícios Prescritos para Hoje|Today's prescribed exercises|Ejercicios prescritos para hoy
Siga a ordem prescrita para preservar sinergia neuromuscular.|Follow the prescribed order.|Sigue el orden prescrito.
Pedir substituição ao treinador|Request an exercise replacement|Pedir sustitución al entrenador
Histórico de Volume|Volume history|Historial de volumen
Feedback do Treinador|Coach feedback|Comentarios del entrenador
Treinador Responsável|Assigned coach|Entrenador responsable
Responder ao Rodrigo|Reply to coach|Responder al entrenador
Visto pelo atleta|Seen by athlete|Visto por el atleta
Abrir diário|Open diary|Abrir diario
Marcar como concluído|Mark as completed|Marcar como completado
Segunda|Monday|Lunes
Terça|Tuesday|Martes
Quarta (Descanso)|Wednesday (rest)|Miércoles (descanso)
Quinta|Thursday|Jueves
Sexta|Friday|Viernes
Sábado (Hoje)|Saturday (today)|Sábado (hoy)
Domingo|Sunday|Domingo
Prescrição & Consultoria|Programming & coaching|Prescripción y asesoría
Treinador Master|Head coach|Entrenador principal
Treinos|Workouts|Entrenamientos
Sincronizado na nuvem|Synced to cloud|Sincronizado en la nube
Salvar Rascunho|Save draft|Guardar borrador
Modo Aluno|Athlete view|Vista del alumno
Publicar Treino|Publish workout|Publicar entrenamiento
Semana 5 de 12|Week 5 of 12|Semana 5 de 12
Prescrito para|Assigned to|Prescrito para
Divisão|Split|División
(5 dias/sem)|(5 days/week)|(5 días/semana)
séries totais|total sets|series totales
Foco Prioritário|Priority focus|Enfoque principal
Glúteo & Quadríceps|Glutes & quadriceps|Glúteos y cuádriceps
RPE Alvo Médio|Average target RPE|RPE objetivo medio
Treino A|Workout A|Entrenamiento A
Treino B|Workout B|Entrenamiento B
Treino C|Workout C|Entrenamiento C
Treino D|Workout D|Entrenamiento D
Treino E|Workout E|Entrenamiento E
Quadríceps & Panturrilha|Quadriceps & calves|Cuádriceps y pantorrillas
Costas & Bíceps|Back & biceps|Espalda y bíceps
Glúteos & Posteriores|Glutes & hamstrings|Glúteos e isquiotibiales
Peitoral & Ombros|Chest & shoulders|Pecho y hombros
Ênfase Posterior & Core|Posterior chain & core|Cadena posterior y core
Nova Aba|New tab|Nueva pestaña
Exercícios Prescritos|Prescribed exercises|Ejercicios prescritos
Reordenar Ordem|Reorder exercises|Reordenar ejercicios
Descanso padrão:|Default rest:|Descanso predeterminado:
Agachamento Livre com Barra|Barbell back squat|Sentadilla libre con barra
Barra Olímpica|Olympic barbell|Barra olímpica
Composto Primário|Primary compound|Compuesto principal
Alvo principal:|Primary target:|Objetivo principal:
Quadríceps & Glúteo Máximo|Quadriceps & gluteus maximus|Cuádriceps y glúteo mayor
Descanso sugerido: 120s|Suggested rest: 120s|Descanso sugerido: 120s
SÉRIE|SET|SERIE
TIPO DE SÉRIE|SET TYPE|TIPO DE SERIE
CARGA|LOAD|CARGA
REPETIÇÕES ALVO|TARGET REPS|REPETICIONES OBJETIVO
RPE ALVO|TARGET RPE|RPE OBJETIVO
DESCANSO|REST|DESCANSO
Ação|Action|Acción
AÇÃO|ACTION|ACCIÓN
Instrução técnica:|Technique instructions:|Instrucciones técnicas:
Barra + Banco|Barbell + bench|Barra + banco
Glúteo Máximo|Gluteus maximus|Glúteo mayor
Adicionar da Biblioteca ShapeUp|Add from ShapeUp library|Añadir de la biblioteca ShapeUp
Criar Exercício Personalizado|Create custom exercise|Crear ejercicio personalizado
Estímulo Treino A:|Workout A stimulus:|Estímulo del entrenamiento A:
Quadríceps:|Quadriceps:|Cuádriceps:
Glúteo:|Glutes:|Glúteos:
Panturrilha:|Calves:|Pantorrillas:
Sair da Conta|Sign out|Cerrar sesión
Visualizar exatamente como o aluno verá no app|Preview the athlete's app view|Previsualizar la vista del alumno
Mais opções|More options|Más opciones
Suporte Rápido|Quick support|Soporte rápido
Assistente do Treinador|Coach assistant|Asistente del entrenador
Prescrição & Treinamento|Programming & training|Prescripción y entrenamiento
Acompanhamento & Gestão|Tracking & management|Seguimiento y gestión
Lista|List|Lista
Cards|Cards|Tarjetas
Mais Usados|Most used|Más usados
Novo Exercício|New exercise|Nuevo ejercicio
Grupo:|Group:|Grupo:
Peitoral|Chest|Pecho
Dorsal / Costas|Lats / back|Dorsales / espalda
Quadríceps|Quadriceps|Cuádriceps
Glúteos & Posterior|Glutes & hamstrings|Glúteos e isquiotibiales
Ombros|Shoulders|Hombros
Bíceps|Biceps|Bíceps
Tríceps|Triceps|Tríceps
Abdômen / Core|Abs / core|Abdomen / core
Equipamento:|Equipment:|Equipo:
Barra|Barbell|Barra
Halteres|Dumbbells|Mancuernas
Polia / Cabo|Pulley / cable|Polea / cable
Máquina|Machine|Máquina
Peso Corporal|Body weight|Peso corporal
ORDENAR:|SORT:|ORDENAR:
Taxa de Uso (% Alunos)|Usage rate (% athletes)|Uso (% alumnos)
Ordem Alfabética (A-Z)|Alphabetical (A–Z)|Alfabético (A–Z)
Grupo Muscular|Muscle group|Grupo muscular
Selecione uma linha para inspecionar guia biomecânico|Select a row to inspect the movement guide|Selecciona una fila para ver la guía de movimiento
Maior Demanda / Composto|Higher demand / compound|Mayor demanda / compuesto
CÓDIGO|CODE|CÓDIGO
EXERCÍCIO & MÚSCULO ALVO|EXERCISE & TARGET MUSCLE|EJERCICIO Y MÚSCULO OBJETIVO
EQUIPAMENTO|EQUIPMENT|EQUIPO
PADRÃO MOTOR|MOVEMENT PATTERN|PATRÓN DE MOVIMIENTO
REFERÊNCIA|REFERENCE|REFERENCIA
USO|USAGE|USO
AÇÕES|ACTIONS|ACCIONES
Quadríceps & Glúteos|Quadriceps & glutes|Cuádriceps y glúteos
Supino Reto com Barra|Barbell bench press|Press de banca con barra
Peitoral Maior|Pectoralis major|Pectoral mayor
Puxada Alta Pronada|Overhand lat pulldown|Jalón al pecho pronado
Grande Dorsal|Latissimus dorsi|Dorsal ancho
Polia Alta|High pulley|Polea alta
Leg Press 45° Inclinado|45° leg press|Prensa de piernas a 45°
Máquina 45°|45° machine|Máquina a 45°
RDL (Stiff com Halteres)|Dumbbell Romanian deadlift|Peso muerto rumano con mancuernas
Isquiotibiais|Hamstrings|Isquiotibiales
Elevação Lateral na Polia|Cable lateral raise|Elevación lateral en polea
Deltoide Lateral|Lateral deltoid|Deltoides lateral
Polia Baixa|Low pulley|Polea baja
Isolador|Isolation|Aislamiento
Cadeira Extensora Unilateral|Single-leg extension|Extensión de piernas unilateral
Reto Femoral|Rectus femoris|Recto femoral
Anterior|Previous|Anterior
Próxima|Next|Siguiente
Sincronizado com o Banco Nacional ShapeUp|Synced with the ShapeUp library|Sincronizado con la biblioteca ShapeUp
Séries|Sets|Series
Repetições|Repetitions|Repeticiones
Ativação Primária & Sinergistas|Primary activation & synergists|Activación principal y sinergistas
Diretrizes Técnicas de Execução|Technique guidelines|Indicaciones técnicas
Ponto Crítico & Compensações|Critical points & compensations|Puntos críticos y compensaciones
Substituições Mecânicas Equivalentes|Equivalent exercise alternatives|Sustituciones equivalentes
Adicionar à Ficha do Aluno|Add to athlete's program|Añadir a la rutina del alumno
Copiar|Copy|Copiar
Exercício adicionado à ficha com sucesso!|Exercise added to the program!|¡Ejercicio añadido a la rutina!
Sistema Online|System online|Sistema conectado
Buscar exercício por nome, músculo ou equipamento...|Search by exercise, muscle or equipment...|Buscar por ejercicio, músculo o equipo...
Inserir na Ficha|Add to program|Añadir a la rutina
Fechar Painel|Close panel|Cerrar panel
Copiar Parâmetros|Copy parameters|Copiar parámetros
Definir na ficha|Set in program|Definir en la rutina
Treinadores|Coaches|Entrenadores
Visão Operacional|Operational overview|Vista operativa
+ Matricular Aluno|+ Enroll athlete|+ Inscribir alumno
+ Novo Treino|+ New workout|+ Nuevo entrenamiento
Sincronização em tempo real ativa|Live sync enabled|Sincronización en tiempo real activa
Treinamento Hoje|Training today|Entrenamiento de hoy
Revisões Pendentes|Pending reviews|Revisiones pendientes
Atenção|Attention|Atención
Necessitam ajuste de ciclo ou volume|Cycle or volume adjustment needed|Necesitan ajuste de ciclo o volumen
Adesão Semanal|Weekly adherence|Adherencia semanal
Próxima Sessão|Next session|Próxima sesión
Carteira de Alunos & Status Semanal|Athletes & weekly status|Alumnos y estado semanal
Visão rápida de execução, consistência e ciclo vigente|Overview of execution, consistency and current cycle|Resumen de ejecución, constancia y ciclo actual
Aluno & Objetivo|Athlete & goal|Alumno y objetivo
Último Treino|Last workout|Último entrenamiento
Freq. Semanal|Weekly frequency|Frecuencia semanal
Periodização|Periodization|Periodización
Ações Rápidas|Quick actions|Acciones rápidas
Abrir Ficha|Open program|Abrir rutina
Ver listagem completa da carteira|View all athletes|Ver todos los alumnos
Agenda de Hoje|Today's schedule|Agenda de hoy
Abrir grade semanal completa|Open weekly schedule|Abrir agenda semanal
Feedbacks em Aberto|Open feedback|Comentarios pendientes
Comentários registrados após sessões|Post-session comments|Comentarios después de las sesiones
Responder & Ajustar Treino|Reply & adjust workout|Responder y ajustar entrenamiento
Encerrar Sessão|Sign out|Cerrar sesión
Buscar aluno por nome, CPF ou objetivo...|Search by athlete, ID or goal...|Buscar por alumno, documento u objetivo...
Abrir Ficha de Treino|Open training program|Abrir rutina de entrenamiento
Ajustar Cargas|Adjust loads|Ajustar cargas
Periodizar Próximo Ciclo|Plan next cycle|Periodizar próximo ciclo
Cobrar no WhatsApp|Send WhatsApp reminder|Enviar recordatorio por WhatsApp
Ver Histórico|View history|Ver historial
Sessões registradas hoje|Sessions logged today|Sesiones registradas hoy
Aderência registrada pelos alunos|Recorded athlete adherence|Adherencia registrada por los alumnos
Plano Ativo|Active plan|Plan activo
Hipertrofia Fase 2|Hypertrophy phase 2|Hipertrofia fase 2
Sincronizado em tempo real|Synced in real time|Sincronizado en tiempo real
Exportar PDF|Export PDF|Exportar PDF
Registrar Refeição|Log meal|Registrar comida
Atleta ativo|Active athlete|Atleta activo
Meta diária prescrita:|Prescribed daily goal:|Objetivo diario prescrito:
Ontem|Yesterday|Ayer
Amanhã|Tomorrow|Mañana
Total Calórico|Total calories|Calorías totales
Restam|Remaining|Restan
Proteínas|Protein|Proteínas
Meta:|Goal:|Objetivo:
Carboidratos|Carbohydrates|Carbohidratos
Gorduras|Fats|Grasas
Faltam|Remaining|Faltan
até 22:00|by 22:00|hasta las 22:00
Alimento / Item|Food / item|Alimento / artículo
Porção|Serving|Porción
Calorias|Calories|Calorías
Adicionar Alimento|Add food|Añadir alimento
Pesagem aferida em balança de precisão|Measured on a precision scale|Medido con una báscula de precisión
Nota da prescrição:|Prescription note:|Nota de la prescripción:
Aporte adequado para recuperação pós-sessão de membros inferiores.|Intake for recovery after lower-body training.|Ingesta para la recuperación tras entrenar el tren inferior.
Planejada (Pendente de consumo)|Planned (not consumed)|Planificada (sin consumir)
Alimento Prescrito|Prescribed food|Alimento prescrito
Confirmar Ingestão|Confirm intake|Confirmar ingesta
Substituir Alimento|Replace food|Sustituir alimento
Janela sugerida: 16:15 - 16:45|Suggested time: 16:15–16:45|Horario sugerido: 16:15–16:45
Planejada Noturna|Planned evening meal|Cena planificada
Lembrar Atleta|Remind athlete|Recordar al atleta
Aderência Semanal ao Plano|Weekly plan adherence|Adherencia semanal al plan
Dias na Meta Calórica|Days meeting calorie goal|Días cumpliendo el objetivo calórico
5 de 6 dias|5 of 6 days|5 de 6 días
Consistência Proteica|Protein consistency|Constancia proteica
Média semanal de 2.38 g/kg atingida sem oscilações.|Weekly average of 2.38 g/kg maintained.|Promedio semanal de 2.38 g/kg mantenido.
Feedback do Atleta (Hoje)|Athlete feedback (today)|Comentarios del atleta (hoy)
Anotação do Atleta / Ajuste|Athlete note / adjustment|Nota del atleta / ajuste
Salvar Nota|Save note|Guardar nota
Alertas & Próximas Ações|Alerts & next actions|Alertas y próximas acciones
Hidratação restante:|Remaining hydration:|Hidratación restante:
para atingir o volume diário.|to reach the daily goal.|para alcanzar el objetivo diario.
Próxima pesagem de controle:|Next weight check:|Próximo control de peso:
Segunda-feira|Monday|Lunes
em jejum.|fasted.|en ayunas.
Revisão do macrociclo de hipertrofia agendada para sexta.|Hypertrophy cycle review scheduled for Friday.|Revisión del ciclo de hipertrofia programada para el viernes.
Exportar Plano Alimentar em PDF|Export meal plan as PDF|Exportar plan alimentario en PDF
Falar com o Treinador|Talk to coach|Hablar con el entrenador
Sair|Sign out|Salir
Selecionar outra data|Select another date|Seleccionar otra fecha
Ex: Manter aporte de carboidrato no jantar...|E.g. Keep carbohydrate intake at dinner...|Ej. Mantener carbohidratos en la cena...
Café da Manhã|Breakfast|Desayuno
Almoço|Lunch|Almuerzo
Jantar|Dinner|Cena
Lanche|Snack|Merienda
Lanche da Manhã|Morning snack|Media mañana
Lanche da Tarde|Afternoon snack|Merienda
Registrado no diário|Logged in diary|Registrado en el diario
Nenhuma refeição registrada nesta data.|No meals logged on this date.|No hay comidas registradas en esta fecha.
Meta não configurada|Goal not configured|Objetivo sin configurar
Salvo|Saved|Guardado
Remover alimento|Remove food|Eliminar alimento
+250 ml • Registrar água|+250 ml • Log water|+250 ml • Registrar agua
Gestão da Academia|Gym management|Gestión del gimnasio
Visão Geral|Overview|Resumen
Alunos & Matrículas|Athletes & enrollment|Alumnos e inscripciones
Grade de Aulas|Class schedule|Horario de clases
Professores & Staff|Coaches & staff|Profesores y personal
Financeiro & Controladoria|Finance & accounting|Finanzas y contabilidad
Fluxo & Cobranças|Cash flow & billing|Flujo de caja y cobros
DRE Gerencial|Management income statement|Estado de resultados
Planos & Contratos|Plans & contracts|Planes y contratos
Gerente Geral|General manager|Gerente general
Financeiro|Finance|Finanzas
Fluxo de Caixa & Recebíveis|Cash flow & receivables|Flujo de caja y cuentas por cobrar
Outubro 2024|October 2024|Octubre de 2024
Exportar DRE / Relatório|Export statement / report|Exportar estado / informe
Nova Cobrança Avulsa|New one-time charge|Nuevo cobro puntual
Gestão Financeira — Unidade Jardins|Financial management — Jardins facility|Gestión financiera — Unidad Jardins
Fechamento em andamento • Período fiscal de 01 a 31 de Outubro de 2024|Closing in progress • October 1–31, 2024|Cierre en curso • Del 1 al 31 de octubre de 2024
Gateway de pagamento conectado e operando normalmente|Payment gateway connected and operational|Pasarela de pago conectada y operativa
Receita Recorrente (MRR)|Recurring revenue (MRR)|Ingresos recurrentes (MRR)
vs mês ant.|vs last month|vs mes anterior
691 membros|691 members|691 miembros
Inadimplência do Mês|Monthly overdue payments|Morosidad mensual
(meta < 3,5%)|(target < 3.5%)|(objetivo < 3,5%)
Controlada|Controlled|Controlada
19 alunos em aberto|19 athletes overdue|19 alumnos con pagos pendientes
Ticket Médio / Aluno|Average revenue / athlete|Ingreso medio / alumno
Despesas Operacionais|Operating expenses|Gastos operativos
Folha & manutenções|Payroll & maintenance|Nómina y mantenimiento
27% rec.|27% revenue|27% ingresos
Resultado Líquido do Mês|Monthly net income|Resultado neto mensual
Margem Líquida 61%|Net margin 61%|Margen neto 61%
Saudável|Healthy|Saludable
Visão Geral & Fluxo|Overview & cash flow|Resumen y flujo
Cobranças Pendentes|Pending payments|Cobros pendientes
Renovações da Semana|Weekly renewals|Renovaciones de la semana
Distribuição de Pagamentos|Payment distribution|Distribución de pagos
Sincronizado há 4 min|Synced 4 minutes ago|Sincronizado hace 4 minutos
Fluxo de Cobranças e Transações Recentes|Recent billing and transactions|Cobros y transacciones recientes
Histórico completo consolidado de cobranças em cartão, PIX e boletos da unidade|Consolidated history of card, Pix and bank-slip payments|Historial consolidado de pagos con tarjeta, Pix y boleto
Todas|All|Todas
Pendentes|Pending|Pendientes
Falhas (3)|Failed (3)|Fallidos (3)
Aluno / Matrícula|Athlete / enrollment|Alumno / matrícula
Plano / Contrato|Plan / contract|Plan / contrato
Data & Hora|Date & time|Fecha y hora
Método de Pagamento|Payment method|Método de pago
Valor Líquido|Net amount|Importe neto
Black Anual Recorrente|Black annual recurring|Black anual recurrente
Cartão de Crédito|Credit card|Tarjeta de crédito
Confirmado|Confirmed|Confirmado
Prime Mensal|Prime monthly|Prime mensual
Cartão Não Autorizado|Card not authorized|Tarjeta no autorizada
Visa • 8841 (Saldo insuficiente)|Visa • 8841 (insufficient funds)|Visa • 8841 (saldo insuficiente)
Falha no Cartão|Card payment failed|Pago con tarjeta fallido
Tratar falha|Resolve failure|Resolver fallo
PIX Instantâneo|Instant Pix|Pix instantáneo
QR Code emitido e aguardando|QR code issued, awaiting payment|Código QR emitido, pendiente de pago
Aguardando PIX|Awaiting Pix|Pendiente de Pix
Black Anual (À vista)|Black annual (upfront)|Black anual (pago único)
Boleto Bancário|Bank payment slip|Boleto bancario
Compensação D+1 Liquidado|Settled on next business day|Liquidado al siguiente día hábil
Black Anual|Black annual|Black anual
Cartão Recorrente|Recurring card payment|Pago recurrente con tarjeta
Prime Semestral|Prime six-month plan|Prime semestral
Liquidado via PSP|Settled via PSP|Liquidado mediante PSP
Mostrando 6 de 691 cobranças registradas neste mês fiscal|Showing 6 of 691 charges this fiscal month|Mostrando 6 de 691 cobros de este mes fiscal
Cobrança Pendente • Falhas de Cartão e Inadimplência|Pending payments • Failed cards and overdue accounts|Cobros pendientes • Tarjetas fallidas y morosidad
3 pendências críticas|3 critical outstanding payments|3 pagos pendientes críticos
Alunos com transações não autorizadas ou estornadas requerendo contato ativo e regularização imediata|Athletes with declined or reversed transactions requiring follow-up|Alumnos con transacciones rechazadas o devueltas que necesitan seguimiento
Disparar Régua de Cobrança em Massa|Send bulk payment reminders|Enviar recordatorios de pago masivos
Cartão Recusado|Card declined|Tarjeta rechazada
Plano:|Plan:|Plan:
Valor Pendente:|Outstanding amount:|Importe pendiente:
Motivo:|Reason:|Motivo:
Saldo insuficiente (Visa final 8841)|Insufficient funds (Visa ending 8841)|Saldo insuficiente (Visa terminada en 8841)
Atraso:|Overdue:|Retraso:
Venceu há 2 dias|Due 2 days ago|Venció hace 2 días
Reenviar PIX|Resend Pix|Reenviar Pix
Cartão Expirado|Card expired|Tarjeta caducada
Validade do cartão expirada (Mastercard)|Card expired (Mastercard)|Tarjeta caducada (Mastercard)
Venceu ontem|Due yesterday|Venció ayer
Erro no Banco|Bank error|Error bancario
Bloqueio temporário de segurança emissor|Temporary issuer security block|Bloqueo temporal de seguridad del emisor
Venceu há 3 dias|Due 3 days ago|Venció hace 3 días
